id,sex,r1,r2,age,length_cm,sex2
1259_420_654,Male,37,40,38.5,48.9,Male
1259_429_655,Male,57,58,57.5,47.8,Male
1259_431_656,Male,74,70,72,54,Male
1259_438_657,Male,40,34,37,32,Male
1259_442_658,Female,29,31,30,36.7,Female
1259_445_659,Male,25,25,25,30.9,Male
1259_449_660,Male,25,28,26.5,30.8,Male
1259_450_661,Male,19,17,18,24.3,Male
1260_401_662,Female,70,71,70.5,48.8,Female
1260_402_663,Male,41,43,42,57.7,Male
1260_403_664,Female,71,76,73.5,61,Female
1260_405_665,Male,60,67,63.5,55.5,Male
1260_406_666,Female,46,65,55.5,46.8,Female
1260_410_667,Female,33,42,37.5,37.2,Female
1260_412_668,Female,53,51,52,41.9,Female
1260_413_669,Female,49,39,44,43,Female
1260_416_670,Male,39,36,37.5,38.3,Male
1260_418_671,Male,37,38,37.5,38.2,Male
1260_423_672,Female,56,46,51,40.3,Female
1260_426_673,Female,39,44,41.5,43.1,Female
1260_429_674,Female,43,51,47,42.6,Female
1260_433_675,Female,64,62,63,51.3,Female
1260_434_676,Female,37,39,38,40.2,Female
1260_436_677,Female,37,43,40,45.2,Female
1260_437_678,Female,39,44,41.5,50.6,Female
1260_438_679,Male,40,36,38,34.9,Male
1260_439_680,Female,48,41,44.5,40,Female
1260_441_681,Female,65,59,62,55,Female
1261_401_682,Female,31,33,32,38.9,Female
1261_403_683,Female,35,36,35.5,39.3,Female
1261_405_684,Female,71,73,72,53.7,Female
1261_406_685,Female,79,72,75.5,69.9,Female
1261_409_686,Female,36,39,37.5,40.8,Female
1261_414_687,Female,38,51,44.5,54.3,Female
1262_403_688,Female,34,27,30.5,41.2,Female
1262_405_689,Female,61,81,71,64.3,Female
1262_407_690,Female,39,39,39,31.8,Female
1262_414_692,Female,41,40,40.5,36.5,Female
1263_402_693,Female,63,48,55.5,51,Female
1263_403_694,Female,48,39,43.5,48.8,Female
1263_405_695,Female,55,55,55,61.3,Female
1263_406_696,Female,54,43,48.5,49.2,Female
1263_413_697,Female,47,36,41.5,36.8,Female
1264_402_698,Female,37,30,33.5,41.4,Female
1264_403_699,Female,67,72,69.5,67,Female
1264_404_700,Female,65,69,67,59.9,Female
1264_406_701,Female,31,28,29.5,38.8,Female
1264_410_702,Male,56,54,55,55.1,Male
1264_415_703,Male,64,76,70,60.4,Male
1264_416_704,Female,68,82,75,56.8,Female
1264_417_705,Female,76,99,87.5,65.6,Female
1264_421_706,Female,31,37,34,37,Female
1264_422_707,Female,55,63,59,63,Female
1264_426_708,Female,51,44,47.5,39.3,Female
1264_429_709,Male,33,32,32.5,32.4,Male
1264_433_711,Male,54,57,55.5,48.1,Male
1264_437_712,Female,40,32,36,35.4,Female
1264_438_713,Male,47,38,42.5,49.2,Male
1265_410_714,Female,37,33,35,43.2,Female
1265_411_715,Female,47,45,46,42,Female
1265_419_716,Male,25,23,24,30.6,Male
1265_420_717,Female,34,37,35.5,38.8,Female
1265_432_718,Female,59,55,57,57.8,Female
1265_439_719,Male,74,78,76,63.4,Male
1265_465_720,Male,61,66,63.5,54.7,Male
1265_469_721,Female,58,65,61.5,45.8,Female
1265_474_722,Female,75,61,68,60,Female
1265_475_723,Female,95,99,97,73.2,Female
1266_402_725,Female,33,25,29,31,Female
1266_415_727,Female,40,39,39.5,45.1,Female
1266_416_728,Male,40,38,39,45.1,Male
1266_417_729,Male,31,34,32.5,36.4,Male
1266_418_730,Male,40,49,44.5,43.4,Male
1266_420_732,Male,26,26,26,33.8,Male
1266_435_734,Female,27,28,27.5,36.7,Female
1266_441_735,Male,37,34,35.5,34.6,Male
1266_469_736,Male,21,22,21.5,30.8,Male
1266_474_737,Male,21,24,22.5,29.6,Male
1266_478_738,Female,43,34,38.5,36.3,Female
1266_482_739,Female,30,33,31.5,35.2,Female
1266_489_740,Male,44,43,43.5,38.8,Male
1266_493_742,Female,37,35,36,36.6,Female
1266_497_743,Female,20,22,21,31,Female
1267_402_744,Female,23,25,24,33.8,Female
1267_420_746,Male,10,10,10,15.6,Male
1267_432_747,Male,7,8,7.5,14.7,Male
1267_433_748,Male,9,7,8,17.2,Male
1267_440_749,Male,9,7,8,15.2,Male
1267_459_750,Male,10,9,9.5,16.3,Male
1267_460_751,Female,7,7,7,14.9,Female
1268_401_752,Female,31,27,29,45.1,Female
1268_402_753,Male,25,26,25.5,35.1,Male
1268_404_754,Female,20,19,19.5,32.3,Female
1268_418_755,Female,12,12,12,16.7,Female
1268_432_756,Male,10,13,11.5,17.4,Male
1268_447_757,Male,29,30,29.5,34.6,Male
1268_484_758,Female,20,18,19,32.7,Female
1269_401_759,Female,28,26,27,32.7,Female
1270_403_760,Female,15,15,15,32.6,Female
1270_471_761,Female,27,24,25.5,32.1,Female
1271_451_762,Female,16,18,17,31,Female
1271_480_763,Male,27,26,26.5,30.9,Male
1272_500_764,Female,30,27,28.5,35.9,Female
1272_501_765,Female,44,51,47.5,58.2,Female
1273_409_766,Female,33,34,33.5,37.2,Female
1273_416_767,Male,68,58,63,53.6,Male
1273_489_769,Female,9,10,9.5,15.9,Female
1274_420_770,Male,51,48,49.5,49.4,Male
1274_421_771,Female,73,78,75.5,64.2,Female
1274_425_772,Female,52,48,50,43.7,Female
1274_439_774,Female,41,38,39.5,35.8,Female
1274_447_775,Male,21,23,22,31.8,Male
1274_453_776,Male,50,47,48.5,48.9,Male
1274_479_777,Female,30,27,28.5,24,Female
1274_481_778,Male,10,9,9.5,18.1,Male
1275_403_780,Female,35,29,32,36.4,Female
1275_404_781,Female,39,38,38.5,32.6,Female
1275_407_782,Female,32,27,29.5,35.7,Female
1275_421_783,Female,30,28,29,35.6,Female
1275_422_784,Female,38,42,40,42.9,Female
1275_426_785,Male,21,19,20,23.6,Male
1275_453_787,Female,95,93,94,63.7,Female
1275_454_788,Female,73,96,84.5,61.4,Female
1275_455_789,Female,65,60,62.5,67.8,Female
1276_410_790,Female,63,51,57,55.2,Female
1276_411_791,Female,62,51,56.5,54.7,Female
1276_412_792,Male,25,24,24.5,33.8,Male
1276_417_793,Female,40,49,44.5,43.9,Female
1276_420_794,Female,41,36,38.5,37.4,Female
1276_421_795,Female,41,37,39,47.2,Female
1276_424_796,Female,54,41,47.5,37.6,Female
1276_425_797,Male,29,32,30.5,35.6,Male
1276_426_798,Female,31,30,30.5,38.1,Female
1276_427_799,Female,38,36,37,36.5,Female
1277_404_800,Female,31,33,32,41.2,Female
1277_405_801,Female,36,29,32.5,34.8,Female
1277_409_802,Female,43,41,42,41.9,Female
1277_413_803,Female,45,42,43.5,40.9,Female
1277_414_804,Female,44,45,44.5,38.6,Female
1277_415_805,Male,30,34,32,35.2,Male
1277_421_806,Female,39,39,39,42.1,Female
1278_406_807,Male,39,38,38.5,34,Male
1278_408_808,Male,54,49,51.5,40.1,Male
1278_409_809,Male,25,29,27,36.7,Male
1278_410_810,Female,83,81,82,55.1,Female
1278_413_811,Female,39,46,42.5,42,Female
1278_414_812,Male,32,34,33,34.4,Male
1278_416_813,Male,46,37,41.5,37.1,Male
1278_417_814,Female,42,37,39.5,38.2,Female
1278_419_815,Male,37,38,37.5,36.2,Male
1278_422_816,Female,59,59,59,51.1,Female
1279_401_817,Male,25,22,23.5,31.7,Male
1279_402_818,Male,19,22,20.5,35.3,Male
1279_403_819,Male,33,37,35,34.7,Male
1279_405_820,Female,23,24,23.5,33.8,Female
1279_407_821,Female,19,21,20,29.8,Female
1279_413_822,Male,28,29,28.5,36.8,Male
1279_414_823,Female,26,24,25,32.6,Female
1279_418_824,Female,26,28,27,30.1,Female
1279_426_826,Female,50,38,44,50,Female
1279_435_827,Male,53,47,50,53,Male
1280_421_828,Female,52,44,48,48,Female
1280_427_829,Female,52,41,46.5,46.7,Female
1280_438_830,Female,54,58,56,69.4,Female
1281_418_831,Male,14,15,14.5,22.7,Male
1281_434_832,Female,60,69,64.5,68,Female
1281_475_833,Male,14,15,14.5,23,Male
1281_481_834,Male,44,40,42,52.8,Male
1281_490_835,Female,70,59,64.5,62.8,Female
1281_500_836,Female,17,17,17,23.6,Female
1282_401_837,Male,32,37,34.5,38.4,Male
1282_402_838,Male,37,38,37.5,35.4,Male
1282_404_839,Female,26,25,25.5,30.7,Female
1282_405_840,Female,34,32,33,33.6,Female
1282_412_842,Male,41,41,41,38.9,Male
1282_418_843,Male,31,30,30.5,37.8,Male
1282_421_844,Male,32,31,31.5,40,Male
1282_424_845,Female,26,28,27,35.8,Female
1282_435_848,Female,28,25,26.5,33.3,Female
1282_436_849,Male,32,29,30.5,36.1,Male
1282_445_850,Male,32,27,29.5,36.5,Male
1282_448_851,Male,32,36,34,40.7,Male
1282_449_852,Male,35,42,38.5,39.3,Male
1282_455_853,Female,63,59,61,57.4,Female
1282_463_854,Male,32,37,34.5,38,Male
1282_481_856,Male,41,34,37.5,37,Male
1282_500_859,Female,27,25,26,34.6,Female
1283_426_860,Male,9,8,8.5,15.4,Male
1283_472_861,Female,42,35,38.5,43,Female
1284_408_862,Male,45,36,40.5,43.2,Male
1284_418_863,Male,46,41,43.5,46.6,Male
1284_476_865,Male,75,57,66,45,Male
1285_415_866,Male,44,44,44,41.9,Male
1285_435_868,Female,32,32,32,41,Female
1285_437_869,Female,19,21,20,32.3,Female
1285_453_870,Female,43,39,41,42.5,Female
1288_440_873,Female,42,32,37,38.3,Female
1289_409_874,Male,79,87,83,59.7,Male
1289_410_875,Female,66,77,71.5,65.6,Female
1289_416_876,Male,50,54,52,52.7,Male
1289_417_877,Male,55,48,51.5,49.9,Male
1289_419_878,Male,15,14,14.5,20.1,Male
1289_420_879,Male,74,84,79,65.8,Male
1289_421_880,Male,75,89,82,64.2,Male
1289_422_881,Female,87,78,82.5,64.8,Female
1294_882_882,Male,54,47,50.5,46.5,Male
1294_884_884,Male,45,44,44.5,46.1,Male
1299_401_1,Male,13,16,14.5,22.4,Male
1299_402_2,Female,10,12,11,19.2,Female
1299_408_3,Male,12,11,11.5,18.9,Male
1299_410_4,Male,12,10,11,22,Male
1300_401_5,Female,7,10,8.5,18.9,Female
1300_402_6,Female,13,14,13.5,25.8,Female
1300_413_7,Male,8,8,8,17.7,Male
1300_414_8,Male,11,13,12,22,Male
1301_401_9,Male,21,20,20.5,28.3,Male
1301_402_10,Female,49,43,46,47.2,Female
1301_403_11,Female,8,7,7.5,14.7,Female
1301_404_12,Male,27,30,28.5,37.1,Male
1303_401_13,Male,18,18,18,26,Male
1303_402_14,Female,18,16,17,25.3,Female
1303_403_15,Male,15,12,13.5,21.5,Male
1303_406_16,Female,15,18,16.5,24.2,Female
1303_411_17,Female,15,16,15.5,24.7,Female
1303_413_18,Female,17,22,19.5,27.8,Female
1303_414_19,Female,22,22,22,27.5,Female
1303_416_20,Female,21,20,20.5,24.7,Female
1303_417_21,Female,22,23,22.5,27.9,Female
1304_401_22,Male,36,30,33,37.6,Male
1304_404_24,Female,32,25,28.5,35.2,Female
1306_402_25,Female,23,23,23,30.7,Female
1306_403_26,Female,22,23,22.5,29.8,Female
1306_407_27,Male,26,26,26,28.8,Male
1306_409_28,Male,22,23,22.5,23.9,Male
1306_411_29,Female,21,20,20.5,24,Female
1306_424_30,Female,18,22,20,28.6,Female
1306_426_32,Female,24,24,24,24,Female
1306_439_31,Female,17,18,17.5,27.5,Female
1306_444_34,Female,19,18,18.5,25,Female
1306_447_35,Female,16,14,15,21,Female
1306_448_36,Female,12,14,13,23,Female
1306_450_37,Female,13,12,12.5,21.5,Female
1306_455_38,Female,22,21,21.5,24.6,Female
1307_401_39,Female,29,32,30.5,33.5,Female
1307_402_40,Male,19,23,21,26.8,Male
1307_403_41,Male,17,18,17.5,25,Male
1307_404_42,Female,21,19,20,25.9,Female
1307_407_43,Female,15,18,16.5,22.9,Female
1307_411_44,Female,16,18,17,22.3,Female
1307_413_45,Female,23,24,23.5,24.8,Female
1307_419_46,Female,17,21,19,25.5,Female
1307_421_47,Female,9,11,10,23.5,Female
1307_426_48,Female,15,17,16,20.7,Female
1307_427_49,Female,17,18,17.5,24.6,Female
1307_440_51,Female,13,12,12.5,20.8,Female
1307_450_52,Female,17,17,17,23.7,Female
1308_401_53,Female,26,27,26.5,31.2,Female
1308_402_54,Male,11,16,13.5,21.8,Male
1308_403_55,Female,13,14,13.5,22.8,Female
1308_405_56,Female,12,13,12.5,20.3,Female
1308_406_57,Female,14,15,14.5,21.5,Female
1308_416_58,Female,14,15,14.5,27.4,Female
1308_417_59,Female,11,12,11.5,23,Female
1308_423_60,Male,8,7,7.5,17.8,Male
1308_424_61,Female,13,13,13,22.1,Female
1308_430_62,Female,11,10,10.5,22.2,Female
1308_441_63,Female,14,14,14,21.7,Female
1308_443_64,Female,13,10,11.5,22.2,Female
1308_447_65,Female,23,20,21.5,25.7,Female
1308_450_66,Female,16,18,17,23.5,Female
1309_401_67,Female,21,26,23.5,31.3,Female
1309_403_69,Male,20,21,20.5,26.3,Male
1309_404_70,Male,15,14,14.5,23.7,Male
1309_405_71,Female,20,21,20.5,27.6,Female
1309_407_72,Male,15,16,15.5,25.1,Male
1309_408_73,Female,15,17,16,25.3,Female
1309_412_75,Female,13,10,11.5,19.1,Female
1309_413_76,Female,16,15,15.5,21.7,Female
1309_418_78,Female,16,15,15.5,25.8,Female
1309_420_79,Female,24,26,25,30.2,Female
1309_421_80,Female,15,17,16,25,Female
1309_423_81,Female,15,14,14.5,25.6,Female
1310_401_82,Female,18,16,17,24.3,Female
1310_402_83,Female,17,15,16,24.1,Female
1310_404_85,Male,16,14,15,23.1,Male
1310_406_87,Female,12,12,12,20.9,Female
1310_407_88,Female,16,13,14.5,22.9,Female
1310_413_91,Female,13,12,12.5,22.7,Female
1310_415_92,Female,15,16,15.5,21.7,Female
1310_416_93,Female,17,18,17.5,23.7,Female
1310_419_94,Female,14,13,13.5,20.8,Female
1310_428_95,Female,11,10,10.5,23.2,Female
1311_401_96,Female,44,43,43.5,42,Female
1311_402_97,Female,33,32,32.5,35.5,Female
1311_403_98,Female,36,30,33,31.5,Female
1311_404_99,Male,24,25,24.5,30.1,Male
1311_405_100,Male,19,19,19,26.2,Male
1311_406_101,Female,9,10,9.5,18.5,Female
1311_416_103,Female,34,33,33.5,29.5,Female
1311_422_104,Male,22,27,24.5,29,Male
1311_425_105,Female,23,23,23,29.6,Female
1311_429_106,Female,26,23,24.5,29.2,Female
1311_430_107,Female,21,22,21.5,28.3,Female
1311_431_108,Female,19,18,18.5,27,Female
1312_401_109,Male,42,52,47,50.3,Male
1312_402_110,Male,37,36,36.5,37.3,Male
1313_401_111,Female,51,51,51,51.6,Female
1313_402_112,Female,30,29,29.5,41.6,Female
1313_403_113,Male,26,35,30.5,41.7,Male
1313_404_114,Male,25,25,25,31.3,Male
1314_401_115,Female,32,29,30.5,35.2,Female
1314_402_116,Female,45,44,44.5,46.4,Female
1314_403_117,Female,53,55,54,54.9,Female
1315_401_119,Male,32,42,37,40.7,Male
1315_402_120,Female,40,48,44,45.5,Female
1315_403_121,Male,37,45,41,39.8,Male
1315_405_122,Female,34,38,36,42.5,Female
1315_406_123,Female,50,54,52,48.5,Female
1315_409_124,Female,28,39,33.5,34.8,Female
1316_401_125,Female,32,44,38,41,Female
1316_402_126,Male,33,34,33.5,36.4,Male
1316_403_127,Female,28,25,26.5,30.5,Female
1316_404_128,Female,28,32,30,34.6,Female
1316_405_129,Male,27,29,28,35.6,Male
1316_407_130,Female,38,36,37,34.1,Female
1316_408_131,Female,29,34,31.5,30.7,Female
1316_410_132,Female,24,25,24.5,31,Female
1316_412_133,Female,27,25,26,32.9,Female
1316_414_134,Female,35,32,33.5,31.8,Female
1316_416_135,Female,21,22,21.5,32.5,Female
1316_419_136,Female,31,31,31,33.2,Female
1316_421_137,Female,28,30,29,30.5,Female
1316_423_138,Female,29,25,27,28.4,Female
1317_401_139,Female,31,29,30,33.5,Female
1317_402_140,Male,22,20,21,29.7,Male
1317_403_141,Male,22,23,22.5,29.8,Male
1317_406_142,Female,17,18,17.5,28.5,Female
1317_408_143,Female,16,18,17,22.3,Female
1317_420_144,Female,21,20,20.5,25.7,Female
1317_422_145,Female,18,15,16.5,23.6,Female
1317_438_147,Female,18,16,17,25.8,Female
1317_439_148,Female,28,23,25.5,36.4,Female
1317_440_149,Female,13,12,12.5,21.3,Female
1318_402_151,Female,17,20,18.5,27.2,Female
1318_403_152,Male,16,17,16.5,25,Male
1318_405_153,Male,17,19,18,25,Male
1318_407_154,Female,16,14,15,23.4,Female
1318_413_155,Female,17,18,17.5,25.7,Female
1318_420_157,Female,17,16,16.5,24.6,Female
1318_421_158,Female,16,16,16,25.5,Female
1318_422_159,Female,14,13,13.5,15.6,Female
1318_423_160,Female,11,11,11,20,Female
1318_429_161,Female,16,16,16,24.9,Female
1318_430_162,Female,13,14,13.5,22.9,Female
1318_434_163,Female,16,14,15,24.4,Female
1319_401_164,Male,28,31,29.5,38.7,Male
1319_402_165,Male,40,38,39,36.1,Male
1319_411_166,Female,26,27,26.5,32.4,Female
1319_412_167,Female,22,21,21.5,30.4,Female
1319_418_168,Female,28,28,28,37.2,Female
1319_420_169,Female,27,27,27,30.4,Female
1319_430_171,Female,25,21,23,31,Female
1319_433_172,Female,28,30,29,29.2,Female
1319_443_173,Female,21,18,19.5,29.4,Female
1319_446_174,Female,18,18,18,27.2,Female
1319_450_175,Female,21,22,21.5,28,Female
1319_456_176,Female,30,30,30,32.5,Female
1319_457_177,Female,20,24,22,27.2,Female
1320_402_178,Male,39,37,38,39.5,Male
1320_403_179,Male,35,37,36,38.8,Male
1320_405_180,Female,25,26,25.5,32.2,Female
1320_406_181,Female,24,29,26.5,31.4,Female
1320_407_182,Female,31,39,35,35.8,Female
1320_408_183,Female,27,27,27,30,Female
1320_409_184,Female,28,28,28,34.5,Female
1320_410_185,Female,25,26,25.5,31.4,Female
1320_418_186,Female,22,17,19.5,28,Female
1320_419_187,Female,23,29,26,29.7,Female
1321_401_188,Male,33,26,29.5,36.9,Male
1321_402_189,Female,28,29,28.5,37.2,Female
1321_403_190,Female,33,31,32,37.9,Female
1322_401_191,Male,32,32,32,37.7,Male
1322_402_192,Male,41,42,41.5,43.6,Male
1322_403_193,Female,38,38,38,46,Female
1322_406_194,Female,62,57,59.5,47.7,Female
1322_407_195,Female,37,42,39.5,48,Female
1323_401_196,Female,43,47,45,41.3,Female
1323_402_197,Female,37,38,37.5,44.5,Female
1323_403_198,Female,43,38,40.5,46.4,Female
1323_404_199,Male,38,37,37.5,48.5,Male
7902_1_1,Female,110,86,98,73,Female
7907_8_3,Female,81,70,75.5,69,Female
7907_10_5,Female,79,74,76.5,62,Female
7907_22_6,Female,77,89,83,61,Female
7907_24_8,Male,65,62,63.5,54,Male
7907_25_9,Female,70,84,77,61,Female
7907_29_10,Female,87,68,77.5,66,Female
7910_6_11,Female,77,80,78.5,68,Female
7910_29_13,Male,73,81,77,61,Male
7912_11_15,Male,87,71,79,68,Male
8008_5_17,Male,71,69,70,59,Male
8008_12_19,Male,65,74,69.5,55,Male
8008_97_20,Female,99,97,98,69,Female
8008_98_21,Female,72,81,76.5,72,Female
8008_99_22,Female,90,83,86.5,73,Female
8010_11_27,Male,52,53,52.5,50,Male
8010_12_28,Female,70,55,62.5,59,Female
8010_23_29,Male,71,76,73.5,61,Male
8010_28_30,Male,79,73,76,60,Male
8103_1_31,Male,68,71,69.5,70,Male
8103_2_32,Female,70,96,83,70,Female
8106_2_33,Female,76,81,78.5,67,Female
8106_15_37,Male,67,64,65.5,50,Male
8106_18_38,Male,54,54,54,47,Male
8106_21_39,Female,69,79,74,61,Female
8106_23_40,Female,88,67,77.5,63,Female
8106_27_41,Male,45,48,46.5,48,Male
8201_16_44,Male,65,61,63,55,Male
8201_18_42,Female,79,84,81.5,70,Female
8201_19_43,Female,57,53,55,65,Female
8201_21_45,Female,66,69,67.5,63,Female
8201_24_46,Male,54,52,53,50,Male
8201_25_47,Female,68,73,70.5,64,Female
8201_29_48,Female,63,56,59.5,60,Female
8202_11_49,Male,65,52,58.5,67,Male
8203_4_51,Female,67,65,66,59,Female
8203_5_52,Female,82,78,80,67,Female
8203_12_53,Female,74,75,74.5,65,Female
8203_13_54,Female,80,74,77,68,Female
8203_23_55,Male,73,72,72.5,57,Male
8203_24_56,Male,65,61,63,53,Male
8203_26_57,Male,82,79,80.5,67,Male
8203_29_58,Male,59,51,55,48,Male
8205_13_59,Female,76,65,70.5,57,Female
8205_29_61,Female,73,71,72,60,Female
8409_1_62,Male,71,65,68,61,Male
